game,player,hand,value,average face value,nil chance,misdeal,nil
4660,south,LS 9S JH 8H 6H AC QC JC TC 8C 7C 2C AD,10,0.0,9.85,False,False
4660,west,QS JS 8S 5S QH 4H 5C 4C JD 9D 6D 5D 3D,2,0.35,7.31,False,True
4661,north,LS 8S AH QH JH 6H 4H TC 9C 7C 5C 3C 4D,6,0.26,8.38,False,False
4661,east,DS AS JS 6S TH AC KC 8C 6C 4C KD TD 8D,6,0.25,10.15,False,False
4661,south,KS TS 9S 4S 9H 7H 5H JC 2C AD 9D 7D 5D,4,0.49,8.08,False,True
4661,west,BS QS 7S 5S 3S KH 8H 3H QC QD JD 6D 3D,11,0.0,8.62,False,False
4662,north,LS DS JS 6S 5S QH JH 6H KC 9C 6C 4C 2C,6,0.16,8.92,False,False
4662,east,BS KS 9S 9H 7H 3H AC QC TC AD QD TD 7D,15,0.0,10.54,False,False
4662,south,AS 3S AH KH TH 8H 4H JC 7C 5C JD 6D 5D,3,0.56,8.54,False,True
4662,west,QS TS 8S 7S 4S 5H 8C 3C KD 9D 8D 4D 3D,2,0.63,7.23,False,True
4663,north,8S 7S 6S 3S AH JH 5H 4H 3C 2C TD 5D 3D,2,0.84,6.23,False,True
4663,east,BS KS QS 9S 5S 4S 9H KC JC 5C 4C JD 7D,12,0.0,9.23,False,False
4663,south,LS JS TS KH TH QC 9C 8C 6C KD QD 6D 4D,10,0.16,10.0,False,False
4663,west,DS AS QH 8H 7H 6H 3H AC TC 7C AD 9D 8D,11,0.34,9.77,False,False
4664,north,LS AS 9S 4S KH 6H 5H 3H AC 8C 5C 2C KD,12,0.05,8.62,False,False
4664,east,BS DS 6S TH 9H 7H TC AD TD 7D 6D 5D 4D,6,0.0,9.23,False,False
4664,south,7S 5S 3S QH 8H KC QC JC 9C 7C 6C 8D 3D,0,0.8,8.0,False,True
4664,west,KS QS JS TS 8S AH JH 4H 4C 3C QD JD 9D,9,0.0,9.38,False,False
4665,north,QS TS 5S 7H QC 9C 8C 7C 3C AD KD JD 4D,6,0.56,8.85,False,True
4665,east,BS KS JH TH 9H 8H 4H KC 4C 2C TD 7D 6D,11,0.0,8.77,False,False
4665,south,JS 8S 6S 4S AH QH 6H 3H JC TC 5C QD 8D,2,0.6,8.46,False,True
4665,west,LS DS AS 9S 7S 3S KH 5H AC 6C 9D 5D 3D,15,0.04,9.15,False,False
4666,north,DS 4S AH QH 8H 5H AC KC TC 7C 5C 8D 6D,2,0.64,9.31,False,True
4666,east,AS JS TS 8S 7S 6S KH 7H 9C 3C KD 9D 5D,9,0.11,8.85,False,False
4666,south,BS LS KS 9S 5S 3S 3H 8C 6C JD 7D 4D 3D,13,0.0,8.08,False,False
4666,west,QS JH TH 9H 6H 4H QC JC 4C 2C AD QD TD,5,0.7,9.0,False,True
4667,north,LS DS 3S KH TH 8H 4H TD 9D 7D 6D 5D 3D,7,0.26,8.38,False,False
4667,east,AS QS JS 5S 7H KC JC 9C 6C 5C 4C 3C 4D,5,0.08,8.0,False,False
4667,south,BS TS 8S 6S 4S AH 9H 6H 5H 2C AD KD QD,16,0.0,9.23,False,False
4667,west,KS 9S 7S QH JH 3H AC QC TC 8C 7C JD 8D,3,0.52,9.62,False,True
4668,north,9S 8S 4S AH QH 7H 4H 2C JD 9D 8D 4D 3D,2,0.96,7.31,False,True
4668,east,DS TS KH JH TH 9H 6H 3H AC 9C 4C AD QD,8,0.48,10.0,False,True
4668,south,BS QS JS 5S 3S QC TC 8C 6C 5C 3C 7D 5D,8,0.0,8.0,False,False
4668,west,LS AS KS 7S 6S 8H 5H KC JC 7C KD TD 6D,16,0.01,9.92,False,False
4669,north,BS AS 6S 5H 3H 9C 6C 5C 2C TD 8D 4D 3D,9,0.0,7.08,False,False
4669,east,KS 9S 7S 4S 3S 9H AC QC JC KD QD JD 5D,9,0.39,9.46,False,False
4669,south,DS QS JS 8S 5S QH JH 7H 6H TC 8C 7C 7D,2,0.23,9.15,False,True
4669,west,LS TS AH KH TH 8H 4H KC 4C 3C AD 9D 6D,12,0.21,9.54,False,False
4670,north,TS 3S TH 7H 6H 5H AC KC JC 9C 6C AD TD,4,0.64,9.08,False,True
4670,east,BS 9S 8S 7S AH KH QC TC 5C QD 8D 7D 4D,14,0.0,9.69,False,False
4670,south,KS JS 6S 5S JH 9H 4H 7C 4C 3C KD JD 6D,5,0.27,7.92,False,True
4670,west,LS DS AS QS 4S QH 8H 3H 8C 2C 9D 5D 3D,11,0.05,8.54,False,False
4671,north,BS LS AS KS TS 6S KH TH 5H 5C 4C 8D 3D,19,0.0,9.54,False,False
4671,east,8S 7S 5S 4S 3S QH JH 8H 6H TC 8C 2C 5D,0,0.72,6.85,False,True
4671,south,AH 9H 7H 4H 3H KC 7C AD QD TD 9D 7D 6D,3,0.96,8.85,True,True
4671,west,DS QS JS 9S AC QC JC 9C 6C 3C KD JD 4D,5,0.05,10.0,False,False
4672,north,LS DS KS 8S 3S KH TH 4H 3H AC 2C TD 3D,13,0.13,8.77,False,False
4672,east,AS JS 7S 4S JH JC TC 8C 3C AD KD 9D 7D,7,0.34,9.38,False,False
4672,south,QS 9S 6S 5S QH 9H 8H 7H QC 7C 6C 5C JD,2,0.53,8.38,False,True
4672,west,BS TS AH 6H 5H KC 9C 4C QD 8D 6D 5D 4D,13,0.0,8.69,False,False
4673,north,8S 4S AH 4H 3H AC JC TC 4C 2C KD JD 4D,7,0.8,7.85,False,True
4673,east,BS DS AS KS JS QH 9H 6H KC QC 9C 8C 6D,14,0.0,11.15,False,False
4673,south,LS QS TS 7S KH TH 5H 7C QD TD 8D 7D 5D,10,0.14,9.38,False,False
4673,west,9S 6S 5S 3S JH 8H 7H 6C 5C 3C AD 9D 3D,4,0.72,6.85,False,True
4674,north,BS 7S 3S KH QH TH KC 8C 2C AD KD QD 7D,17,0.0,10.08,False,False
4674,east,DS KS QS 9S 6S JH 8H AC QC TC 6C 6D 5D,6,0.11,9.77,False,False
4674,south,AS JS 4S AH 9H 7H JC 7C 5C 4C TD 8D 3D,7,0.56,8.23,False,True
4674,west,LS TS 8S 5S 6H 5H 4H 3H 9C 3C JD 9D 4D,5,0.24,7.15,False,False
4675,north,LS JS 8S 6S 4S AH KH KC JC 8C KD 9D 5D,18,0.12,10.08,False,False
4675,east,9S 3S QH 9H 7H 3H AC TC 9C 7C TD 8D 3D,2,0.8,8.0,False,True
4675,south,DS AS KS 7S 5S JH 6H 5H QC 3C 2C QD JD,6,0.03,8.92,False,False
4675,west,BS QS TS TH 8H 4H 6C 5C 4C AD 7D 6D 4D,10,0.0,8.23,False,False
4676,north,DS QS 9S 7S 4S JH 7H KC 6C KD 8D 6D 4D,7,0.42,8.85,False,True
4676,east,JS TH 4H JC TC 9C 5C 4C QD JD TD 9D 7D,0,0.8,8.69,False,True
4676,south,LS 8S 6S 5S 3S AH KH 8H 6H 5H 3H 8C 2C,5,0.24,7.46,False,False
4676,west,BS AS KS TS QH 9H AC QC 7C 3C AD 5D 3D,17,0.0,10.23,False,False
4677,north,DS TS 7S 6S 9H 8H JC TC 9C 5C AD 7D 5D,4,0.48,8.92,False,True
4677,east,LS KS JS 4S AH 5H 8C 4C 3C 9D 6D 4D 3D,11,0.09,7.69,False,False
4677,south,BS 8S 3S KH QH JH 7H 3H AC KC 2C KD 8D,16,0.0,9.54,False,False
4677,west,AS QS 9S 5S TH 6H 4H QC 7C 6C QD JD TD,7,0.12,9.08,False,False
4678,north,9S 4S AH 9H AC JC 9C 8C KD QD TD 5D 4D,6,0.64,9.38,False,True
4678,east,JS TS 3S KH 5H 3H KC TC 7C 2C 9D 7D 6D,5,0.8,7.62,False,True
4678,south,BS AS KS 8S 7S 6S 5S QH 8H 6C 5C 3C 8D,11,0.0,8.62,False,False
4678,west,LS DS QS JH TH 7H 6H 4H QC 4C AD JD 3D,11,0.19,9.62,False,False
4679,north,DS QS AH KH 7H 5H 4H 3H KC 5C 2C KD QD,8,0.56,9.08,False,True
4679,east,AS JS TS 8S 7S 4S JH TH JC 8C 7C 4C 3D,3,0.14,8.31,False,False
4679,south,KS 9S 6S 3S QH 8H AC TC 9C 6C AD 9D 4D,8,0.39,9.0,False,False
4679,west,BS LS 5S 9H 6H QC 3C JD TD 8D 7D 6D 5D,11,0.0,8.85,False,False
4680,north,6S 5S 9H 4H KC 8C 6C 3C AD KD 9D 8D 3D,2,0.8,7.77,False,True
4680,east,BS 3S QH 6H AC JC 9C 5C 2C QD TD 7D 5D,6,0.0,8.69,False,False
4680,south,AS KS QS 9S 4S KH JH 7H 5H 3H QC 7C 4C,8,0.01,8.77,False,False
4680,west,LS DS JS TS 8S 7S AH TH 8H TC JD 6D 4D,9,0.04,10.0,False,False
4681,north,KS 5S 3S TH 9H 3H KC 9C 8C 7C 4C 2C 5D,2,0.78,7.0,False,True
4681,east,BS LS 9S 6S 4S QH JH 6H QD TD 8D 6D 3D,12,0.0,9.23,False,False
4681,south,TS 7S AH KH 7H 4H QC TC 5C 3C KD JD 4D,7,0.64,8.69,False,True
4681,west,DS AS QS JS 8S 8H 5H AC JC 6C AD 9D 7D,13,0.05,10.31,False,False
4682,north,QS 7S QH JH TH 7H AC JC 5C 2C 7D 5D 3D,4,0.7,8.15,False,True
4682,east,AS TS 9S 8S 3S KH 8H 4H KC 8C 7C QD TD,9,0.34,9.15,False,False
4682,south,LS JS 4S 9H 5H 3H QC TC 6C 3C AD 9D 8D,9,0.26,8.46,False,False
4682,west,BS DS KS 6S 5S AH 6H 9C 4C KD JD 6D 4D,14,0.0,9.46,False,False
4683,north,LS AS JS 6S 5S KH 8C 7C 3C AD KD 5D 3D,12,0.04,9.08,False,False
4683,east,DS KS 8S 3S JH 6H AC 5C 2C JD 8D 6D 4D,6,0.49,8.15,False,True
4683,south,TS 7S 4S AH 9H 8H 7H 3H QC TC 4C QD 7D,1,0.8,8.23,False,True
4683,west,BS QS 9S QH TH 5H 4H KC JC 9C 6C TD 9D,10,0.0,9.77,False,False
4684,north,LS AS JH 8H 5H 3H QC TC 9C 5C 4C 9D 5D,8,0.18,8.54,False,False
4684,east,DS KS JS 8S 7S 3S 9H KC 7C 3C QD TD 6D,6,0.07,9.0,False,False
4684,south,TS 9S 4S KH QH TH 6H 8C 2C 8D 7D 4D 3D,2,0.96,7.38,False,True
4684,west,BS QS 6S 5S AH 7H 4H AC JC 6C AD KD JD,23,0.0,10.31,False,False
4685,north,BS KS QS JS 9S AH JH 5H 8C 7C 3C KD 4D,17,0.0,9.77,False,False
4685,east,LS TS 8S 7S 5S QH 7H 6H AC KC QC TC JD,10,0.12,10.08,False,False
4685,south,AS 6S 4S KH 9H 8H 4H 3H JC 4C TD 8D 3D,3,0.67,7.46,False,True
4685,west,DS 3S TH 9C 6C 5C 2C AD QD 9D 7D 6D 5D,0,0.8,7.92,False,True
4686,north,DS KS TS 8S AH TH 9H 3H QC 7C 2C AD JD,9,0.29,9.85,False,False
4686,east,6S 4S KH 8H 6H KC TC 6C 5C KD TD 9D 7D,7,0.8,8.46,False,True
4686,south,QS JS 7S 5S 3S QH JC 8C 4C 8D 5D 4D 3D,2,0.35,7.15,False,True
4686,west,BS LS AS 9S JH 7H 5H 4H AC 9C 3C QD 6D,18,0.0,9.77,False,False
4687,north,6S 4S QH JH TH 7H 8C 6C 2C AD 9D 4D 3D,2,0.96,7.38,False,True
4687,east,LS TS 9S 8S 3S KH 9H KC JC 7C 5C 4C TD,8,0.16,9.08,False,False
4687,south,BS DS KS AH 8H 5H 3H TC 9C 3C KD 8D 7D,13,0.0,9.62,False,False
4687,west,AS QS JS 7S 5S 6H 4H AC QC QD JD 6D 5D,9,0.07,9.15,False,False
4688,north,6S 3S JH 9H 6H 4H KC QC JC TC 5C KD 3D,3,0.8,8.15,False,True
4688,east,KS TS 9S 4S AH 5H AC 6C 3C AD TD 7D 6D,12,0.39,8.85,False,False
4688,south,LS DS AS QS 8S 5S 7H 3H 8C 7C QD JD 9D,11,0.01,9.77,False,False
4688,west,BS JS 7S KH QH TH 8H 9C 4C 2C 8D 5D 4D,8,0.0,8.46,False,False
4689,north,JS TS 8S 7S QH TH 7H 6H TC 8C AD QD 4D,5,0.48,9.15,False,True
4689,east,BS AS KS 4S 9H 6C 5C 4C 3C 2C JD 8D 6D,11,0.0,7.85,False,False
4689,south,LS QS 6S AH 5H 4H 3H QC 9C 7C KD 7D 5D,13,0.19,8.69,False,False
4689,west,DS 9S 5S 3S KH JH 8H AC KC JC TD 9D 3D,10,0.48,9.54,False,False
4690,north,TS 7S 5S QH 9H 8H 5H 4H TC 6C 9D 7D 3D,0,0.96,7.31,False,True
4690,east,JS 9S 8S 3S KH 6H 9C 7C 2C KD JD 8D 5D,5,0.6,8.08,False,True
4690,south,LS QS 6S 4S AC QC JC 8C 5C AD QD TD 4D,9,0.1,9.85,False,False
4690,west,BS DS AS KS AH JH TH 7H 3H KC 4C 3C 6D,14,0.0,10.0,False,False
4691,north,DS AS KS 5S QH 7H 6H 4H QC 9C 3C 5D 4D,6,0.04,8.38,False,False
4691,east,LS QS 9S TH 9H 5H AC KC JC TC 6C 4C 7D,7,0.19,9.69,False,False
4691,south,TS 8S 7S KH 3H 7C 5C 2C KD QD JD 8D 6D,3,0.8,8.08,False,True
4691,west,BS JS 6S 4S 3S AH JH 8H 8C AD TD 9D 3D,12,0.0,9.08,False,False
4692,north,JS TS 6S 4S JH 9H 8H 6H KC 8C 9D 6D 3D,3,0.6,8.0,False,True
4692,east,DS KS QS 8S QH QC JC 7C 6C 5C QD 8D 7D,5,0.11,9.85,False,False
4692,south,LS AS 9S 7S 5H 3H AC TC 4C 3C AD TD 4D,14,0.11,8.69,False,False
4692,west,BS 5S 3S AH KH TH 7H 4H 9C 2C KD JD 5D,9,0.0,8.69,False,False
4693,north,BS AS KS QS 4S 3S JC 9C 7C 4C TD 7D 6D,13,0.0,9.0,False,False
4693,east,JS 6S 5S 8H AC KC TC 5C 2C QD JD 9D 8D,0,0.64,8.77,False,True
4693,south,LS 8S QH TH 9H 4H QC 8C 6C AD KD 5D 4D,10,0.21,9.31,False,False
4693,west,DS TS 9S 7S AH KH JH 7H 6H 5H 3H 3C 3D,0,0.6,8.15,False,True
4694,north,LS DS 7S 9H 7H 4H AC QC 6C 3C 2C AD KD,12,0.21,9.38,False,False
4694,east,BS AS QS TS 8S 8H 6H 3H 5C QD 9D 8D 4D,11,0.0,8.92,False,False
4694,south,9S 5S 3S QH JH JC 7C 4C JD TD 7D 6D 3D,0,0.8,7.62,False,True
4694,west,KS JS 6S 4S AH KH TH 5H KC TC 9C 8C 5D,8,0.21,9.31,False,False
4695,north,LS JS 7S 6S KH JH TH 9H 6C 5C AD QD TD,12,0.12,10.0,False,False
4695,east,AS 5S 8H 6H 4H 3H AC KC TC 4C JD 7D 4D,7,0.56,7.92,False,True
4695,south,KS QS TS 8S 4S AH QH 5H JC 9C 3C 6D 3D,9,0.04,8.46,False,False
4695,west,BS DS 9S 3S 7H QC 8C 7C 2C KD 9D 8D 5D,8,0.0,8.85,False,False
4696,north,BS LS 9S 3S 4H KC JC TC 8C 4C AD JD 3D,15,0.0,9.46,False,False
4696,east,DS JS 8S 6S 4S KH 7H 6H 5H 9C 3C 7D 6D,2,0.6,7.69,False,True
4696,south,KS 7S 5S QH JH TH AC QC 2C KD QD TD 8D,10,0.39,9.92,False,False
4696,west,AS QS TS AH 9H 8H 3H 7C 6C 5C 9D 5D 4D,7,0.2,8.15,False,False
4697,north,KS TS 7S 6S 5S KH 9H 8C 7C 2C AD JD 9D,9,0.39,8.77,False,False
4697,east,BS LS 3S AH JH 8H 6H 3H JC 4C 3C 8D 4D,11,0.0,8.31,False,False
4697,south,DS 9S 8S 4S QH TH AC QC 9C 5C QD 7D 5D,3,0.48,9.38,False,True
4697,west,AS QS JS 7H 5H 4H KC TC 6C KD TD 6D 3D,10,0.09,8.77,False,False
4698,north,LS QS 5S 3S AH QH 3H KC QC JC 8C 6C 4C,12,0.14,9.15,False,False
4698,east,JS 8S 7S 4S JH TH 7H 4H AC 3C AD 8D 4D,8,0.6,8.08,False,True
4698,south,TS 9S 9H 6H 5H 9C 7C 2C QD JD TD 9D 3D,0,0.8,7.85,False,True
4698,west,BS DS AS KS 6S KH 8H TC 5C KD 7D 6D 5D,16,0.0,10.15,False,False
4699,north,QS 6S JH TH 9H 6H AC TC 6C 3C AD 7D 5D,8,0.56,8.69,False,True
4699,east,AS 9S 8S 7S 5S 3S KH 7H QC 8C 7C 5C TD,6,0.14,8.31,False,False
4699,south,BS DS JS TS 4S AH JC 4C 2C QD JD 6D 3D,10,0.0,9.23,False,False
4699,west,LS KS QH 8H 5H 4H 3H KC 9C KD 9D 8D 4D,12,0.17,9.0,False,False
4700,north,JS TS 7S JH TH 8H JC 9C 6C 5C 3C TD 3D,0,0.8,8.0,False,True
4700,east,QS 8S 5S 3S 5H 3H KC TC 7C 2C 9D 8D 7D,4,0.63,7.08,False,True
4700,south,LS AS 4S AH KH 9H 7H 4H 8C AD KD JD 4D,12,0.11,10.08,False,False
4700,west,BS DS KS 9S 6S QH 6H AC QC 4C QD 6D 5D,14,0.0,10.08,False,False
4701,north,KS QS 7S KH 9H 8H 6H KC 9C 7C 5C 4C 6D,6,0.23,8.62,False,False
4701,east,JS 9S 5S 3S QH JH TH 4H QC JC 6C 2C QD,0,0.6,8.31,False,True
4701,south,BS LS AS TS 6S 4S AH 5H 3H TC KD 7D 5D,21,0.0,9.54,False,False
4701,west,DS 8S 7H AC 8C 3C AD JD TD 9D 8D 4D 3D,4,0.64,8.77,False,True
4702,north,LS 8S 6S AH 9H 8H 6H KC JC 5C 3C QD 4D,9,0.21,8.85,False,False
4702,east,AS KS 5S 4S QH AC QC 9C 6C 4C TD 6D 5D,5,0.03,8.77,False,False
4702,south,BS JS TS 9S 7S JH TH 5H 4H TC 8C 8D 3D,6,0.0,8.69,False,False
4702,west,DS QS 3S KH 7H 3H 7C 2C AD KD JD 9D 7D,5,0.56,8.92,False,True
4703,north,LS 9S 8S 4S AH KH 3H QC 7C 5C 3C KD 5D,15,0.2,8.62,False,False
4703,east,QS JS 8H 7H AC KC TC 8C 2C AD TD 9D 8D,4,0.31,9.69,False,True
4703,south,BS AS 5S 3S QH 9H 6H JC 6C 4C QD 7D 3D,11,0.0,8.38,False,False
4703,west,DS KS TS 7S 6S JH TH 5H 4H 9C JD 6D 4D,2,0.49,8.54,False,True
4704,north,TS 8S 7S KH QH JH 7H 6H 3H 9C 5C JD 3D,0,0.8,8.08,False,True
4704,east,LS AS KS AH TH 4H AC KC QC 6C 4C 3C 7D,14,0.01,10.0,False,False
4704,south,JS 9S 5S 3S 9H 8H JC TC AD KD 8D 6D 4D,0,0.6,8.54,False,True
4704,west,BS DS QS 6S 4S 5H 8C 7C 2C QD TD 9D 5D,8,0.0,8.62,False,False
4705,north,BS DS AS JH TH 9H 4H AC KC QC 4C 3C AD,13,0.0,10.77,False,False
4705,east,KS TS 5S 7H 8C 5C 2C QD 9D 8D 7D 4D 3D,2,0.78,7.15,False,True
4705,south,LS JS 8S 7S 3S AH QH 8H 5H JC TD 6D 5D,7,0.16,8.92,False,False
4705,west,QS 9S 6S 4S KH 6H 3H TC 9C 7C 6C KD JD,8,0.53,8.38,False,True
4706,north,LS KS TS 9S 3S KH 3H AC 7C 5C 4C 8D 4D,12,0.16,8.38,False,False
4706,east,QS JS 8S 6S JH 8H QC 9C 6C 2C AD KD 5D,9,0.23,9.0,False,False
4706,south,AS 7S 5S 4S 7H 5H KC TC 8C QD JD TD 6D,6,0.42,8.62,False,True
4706,west,BS DS AH QH TH 9H 6H 4H JC 3C 9D 7D 3D,6,0.0,9.23,False,False
4707,north,DS 7S 3S KH JH TH KC QC 6C 2C TD 6D 3D,5,0.8,8.54,False,True
4707,east,9S 6S 5S 7H 5H AC JC 8C 7C 5C 4C 3C QD,0,0.96,7.38,False,True
4707,south,QS JS 4S AH QH 8H 6H 4H 9C JD 9D 8D 4D,2,0.39,8.62,False,True
4707,west,BS LS AS KS TS 8S 9H 3H TC AD KD 7D 5D,20,0.0,10.69,False,False
4708,north,BS DS JS TS 7S 9H 8H 7H KC 4C 9D 5D 3D,9,0.0,9.08,False,False
4708,east,9S 5S JH 6H QC JC 9C 7C 5C 3C 2C KD QD,3,0.8,8.08,False,True
4708,south,KS 8S 6S 3S QH TH 4H TC JD TD 8D 6D 4D,3,0.49,8.08,False,True
4708,west,LS AS QS 4S AH KH 5H 3H AC 8C 6C AD 7D,22,0.03,10.0,False,False
4709,north,LS QS 6S 5S 8H KC TC 9C 8C 2C QD TD 6D,8,0.14,9.0,False,False
4709,east,DS 9S 7S 4S KH 7H 5H 5C AD KD JD 9D 5D,3,0.48,9.0,False,True
4709,south,AS KS 3S AH JH 9H 4H 3H QC JC 6C 8D 7D,6,0.04,8.85,False,False
4709,west,BS JS TS 8S QH TH 6H AC 7C 4C 3C 4D 3D,9,0.0,8.38,False,False
4710,north,DS AS QS QH 9H 7H 4H 8C 5C KD 5D 4D 3D,7,0.2,8.54,False,False
4710,east,BS JS TS 9S 3S AH TH JC 9C 4C QD 7D 6D,11,0.0,9.46,False,False
4710,south,LS 8S 4S JH 8H 6H 5H 3H AC QC 7C 2C AD,11,0.0,8.46,False,False
4710,west,KS 7S 6S 5S KH KC TC 6C 3C JD TD 9D 8D,4,0.13,8.77,False,False
4711,north,DS JS 9S 7S QH TH 6H KC TC 7C 5C QD 4D,3,0.48,9.31,False,True
4711,east,AS 4S 5H 3H AC QC JC 9C 4C 2C KD 9D 8D,6,0.56,8.31,False,True
4711,south,BS KS TS 8S 5S JH 8H 7H 3C AD 7D 6D 5D,10,0.0,8.77,False,False
4711,west,LS QS 6S 3S AH KH 9H 4H 8C 6C JD TD 3D,11,0.14,8.85,False,False
4712,north,LS KS QS TS 9S 7S KH 5H 4H 8C 5C 7D 4D,12,0.0,8.69,False,False
4712,east,8S 6S AH TH 8H 6H 3H 9C AD QD TD 9D 6D,0,0.64,8.85,False,True
4712,south,BS 4S 3S QH JH 9H TC 6C 4C 2C KD JD 3D,10,0.0,8.08,False,False
4712,west,DS AS JS 5S 7H AC KC QC JC 7C 3C 8D 5D,3,0.34,9.62,False,True
4713,north,LS AS KS 7S 5S QH 8H 3H QC 7C 6C 9D 3D,12,0.01,8.85,False,False
4713,east,TS 9S AH JH 9H 6H 5H 4H TC 5C 3C AD QD,4,0.8,8.62,False,True
4713,south,DS JS 8S 4S 3S TH KC JC 4C 2C JD TD 4D,2,0.6,8.15,False,True
4713,west,BS QS 6S KH 7H AC 9C 8C KD 8D 7D 6D 5D,15,0.0,9.62,False,False
4714,north,BS LS AS JS 3S JH KC TC 7C KD JD 4D 3D,19,0.0,10.23,False,False
4714,east,QS 8S AH KH QH 9H 7H 6H 3H JC 5C QD 5D,2,0.56,9.0,False,True
4714,south,KS TS 9S 7S 6S 4H AC 9C 8C 6C 2C 9D 6D,2,0.49,7.92,False,True
4714,west,DS 5S 4S TH 8H 5H QC 4C 3C AD TD 8D 7D,3,0.8,8.08,False,True
4715,north,QS JS 9S 3S AH 9H 5H QC 8C 7C 5C QD 4D,6,0.09,8.54,False,False
4715,east,TS 8S KH TH 7H AC KC JC AD KD 8D 5D 3D,10,0.48,9.92,False,False
4715,south,BS LS 7S 5S 4S JH 8H 6H 4C JD 9D 7D 6D,11,0.0,8.54,False,False
4715,west,DS AS KS 6S QH 4H 3H TC 9C 6C 3C 2C TD,6,0.04,8.23,False,False
4716,north,LS KS 3S AH TH 9H AC 8C 2C TD 7D 6D 4D,15,0.17,8.92,False,False
4716,east,QS JS 8S KH 8H 6H 5H KC 6C 4C 3C JD 3D,6,0.39,7.92,False,True
4716,south,BS AS TS 9S QH JH 7H 4H QC JC 5C 8D 5D,10,0.0,9.62,False,False
4716,west,DS 7S 6S 5S 4S 3H TC 9C 7C AD KD QD 9D,4,0.48,8.77,False,True
4717,north,QS JS 8S 5S JH 8H 4H AC JC 3C 2C KD 6D,7,0.29,8.31,False,False
4717,east,KS 4S 3S KH TH 9H 3H QC AD JD TD 4D 3D,4,0.65,8.38,False,True
4717,south,BS AS 7S 6S AH 7H 5H KC 5C QD 9D 8D 5D,16,0.0,9.38,False,False
4717,west,LS DS TS 9S QH 6H TC 9C 8C 7C 6C 4C 7D,5,0.16,9.15,False,False
4718,north,AS KS 9S 7S KH 5H 4H 3H JC TC 7C 8D 6D,7,0.04,8.46,False,False
4718,east,LS DS QS JS 8S 4S AH 6C 5C 4C 2C 9D 7D,11,0.0,8.69,False,False
4718,south,TS 6S 3S TH 9H 7H 6H KC 8C 3C KD TD 5D,6,0.8,7.92,False,True
4718,west,BS 5S QH JH 8H AC QC 9C AD QD JD 4D 3D,12,0.0,10.15,False,False
4719,north,JS 7S 4S 3S KH JH 9H 7H 7C 4C QD 7D 5D,3,0.6,7.69,False,True
4719,east,BS LS 6S QH 6H 5H 4H 3H KC JC 8C 6C KD,13,0.0,9.23,False,False
4719,south,DS KS QS TS AC QC TC 9C 3C 2C JD 8D 6D,4,0.03,9.62,False,False
4719,west,AS 9S 8S 5S AH TH 8H 5C AD TD 9D 4D 3D,7,0.34,8.69,False,False
4720,north,KS JS 5S 4S KH QH 9H 6H KC JC AD KD 8D,14,0.16,10.15,False,False
4720,east,BS LS AS TS TH 7H QC TC 9C 5C 4C TD 9D,14,0.0,10.23,False,False
4720,south,QS 9S 8S 7S 3S 8H 3H AC 7C 2C JD 7D 4D,6,0.63,7.31,False,True
4720,west,DS 6S AH JH 5H 4H 8C 6C 3C QD 6D 5D 3D,2,0.96,7.54,False,True
4721,north,KS TS 8S 6S 5H TC 9C 7C 6C AD TD 7D 4D,4,0.49,8.38,False,True
4721,east,AS QS JS 7S KH JH TH 7H 3H 4C 2C JD 5D,5,0.08,8.46,False,False
4721,south,BS 5S 3S QH 8H 6H AC KC QC 8C 8D 6D 3D,11,0.0,8.85,False,False
4721,west,LS DS 9S 4S AH 9H 4H JC 5C 3C KD QD 9D,13,0.16,9.54,False,False
4722,north,JS 7S 5S AC QC JC 7C 6C 3C AD 9D 7D 6D,2,0.8,8.62,False,True
4722,east,LS AS KS 9S 8S 3S JH 5H 3H 8C KD JD 3D,13,0.0,9.0,False,False
4722,south,DS QS TS AH KH QH 8H 6H 4H KC 9C QD TD,5,0.42,10.62,False,True
4722,west,BS 6S 4S TH 9H 7H TC 5C 4C 2C 8D 5D 4D,6,0.0,7.0,False,False
4723,north,DS QS JS 5S TH QC 8C 4C 2C KD QD TD 7D,4,0.23,9.31,False,True
4723,east,KS TS 9S 6S JH 9H 8H 5H KC JC 9C 4D 3D,5,0.49,8.54,False,True
4723,south,8S 7S 3S KH 7H 6H 4H 3H AC AD JD 8D 5D,6,0.0,7.92,False,False
4723,west,BS LS AS 4S AH QH TC 7C 6C 5C 3C 9D 6D,18,0.0,9.46,False,False
4724,north,DS 6S 5S AH TH JC 9C 8C 6C JD 9D 8D 5D,4,0.64,9.0,False,True
4724,east,9S KH JH 8H 7H 5H KC 7C AD QD 6D 4D 3D,3,1.0,8.62,False,True
4724,south,LS AS KS QS TS 8S 7S 4S 3H QC TC 5C KD,13,0.0,9.77,False,False
4724,west,BS JS 3S QH 9H 6H 4H AC 4C 3C 2C TD 7D,8,0.0,7.85,False,False
4725,north,LS 8S 3S AH QH 7H 6H 3H KC 5C 2C 8D 7D,8,0.26,8.0,False,False
4725,east,DS JS TS 9S TH 4H JC 8C 6C 3C KD QD 9D,4,0.15,9.31,False,False
4725,south,BS AS KS KH AC QC TC 9C 4C AD TD 4D 3D,13,0.0,10.54,False,False
4725,west,QS 7S 6S 5S 4S JH 9H 8H 5H 7C JD 6D 5D,2,0.63,7.38,False,True
