game,player,hand,value,average face value,nil chance,misdeal,nil
453,north,AS 3S QH JH 7H 6H 5H 4H 3H 2C AD 9D 4D,7,0.67,7.23,False,True
453,east,DS KS 8S 4S AH TH AC KC 7C 4C QD 8D 3D,11,0.39,9.62,False,False
453,south,QS TS 9S 6S 5S KH QC TC 3C KD JD TD 7D,5,0.14,9.31,False,False
453,west,BS LS JS 7S 9H 8H JC 9C 8C 6C 5C 6D 5D,11,0.0,9.08,False,False
454,north,BS DS 5S 8H 6H 4H 3H 6C 3C JD 7D 6D 3D,6,0.0,7.23,False,False
454,east,TS 6S 4S AH JH 5H 8C 4C 2C AD KD 9D 4D,8,0.8,8.0,False,True
454,south,LS JS 9S 8S 7S KH TH 9H AC 9C 5C TD 8D,12,0.12,9.92,False,False
454,west,AS KS QS 3S QH 7H KC QC JC TC 7C QD 5D,7,0.01,10.08,False,False
455,north,AS KS TS 9S 8S 6S QH 9H 7H TC 2C 9D 3D,6,0.01,8.62,False,False
455,east,BS 4S 3S KH TH 6H 4H JC 5C QD TD 6D 4D,8,0.0,8.08,False,False
455,south,DS JS 7S AH 8H AC QC 9C 8C 4C 3C KD 8D,7,0.64,9.69,False,True
455,west,LS QS 5S JH 5H 3H KC 7C 6C AD JD 7D 5D,12,0.19,8.85,False,False
456,north,DS KS JS 6S KH 8H 7H 6H JC 9C TD 9D 3D,4,0.21,9.31,False,True
456,east,BS QS 7S 4S 3H 8C 7C 6C 5C JD 6D 5D 4D,8,0.0,7.31,False,False
456,south,TS 9S 5S 3S AH QH JH 4H KC TC 3C AD 8D,9,0.48,8.92,False,True
456,west,LS AS 8S TH 9H 5H AC QC 4C 2C KD QD 7D,14,0.15,9.69,False,False
457,north,KS 6S TH 7H AC QC 9C 5C 4C 2C KD TD 5D,5,0.65,8.46,False,True
457,east,8S JH 9H 8H 6H 5H JC TC 8C AD 9D 6D 4D,2,1.0,8.38,False,True
457,south,LS DS QS JS TS 7S 5S 4S QH 4H 3H QD JD,8,0.0,9.38,False,False
457,west,BS AS 9S 3S AH KH KC 7C 6C 3C 8D 7D 3D,18,0.0,9.0,False,False
458,north,LS JS 6S AH JH TH 9H 8H 4H KC TC 2C 7D,8,0.21,9.31,False,False
458,east,DS 8S 7S KH 3H JC 8C 4C KD QD TD 6D 3D,3,0.64,8.69,False,True
458,south,AS QS 9S 5S 4S 3S 5H AC QC 9C 7C 8D 5D,7,0.05,8.23,False,False
458,west,BS KS TS QH 7H 6H 6C 5C 3C AD JD 9D 4D,11,0.0,9.0,False,False
459,north,5S 4S 3S 8H 4H 3H KC TC 7C 5C 3C 7D 4D,0,1,5.85,False,True
459,east,AS TS 8S 7S 6S 9H 7H 5H AC QC 4C AD 6D,12,0.34,8.92,False,False
459,south,LS KS JS 9S AH KH QH JH TH 6H 2C KD QD,10,0.04,10.92,False,False
459,west,BS DS QS JC 9C 8C 6C JD TD 9D 8D 5D 3D,8,0.0,9.54,False,False
460,north,KS QS 7S 6H 5H 4H 3H KC 6C 4C 3C 6D 4D,6,0.28,6.62,False,False
460,east,BS JS 6S 5S 4S KH QH 7H 9C 8C 2C KD QD,13,0.0,9.15,False,False
460,south,DS AS 3S TH 9H 8H JC TC TD 9D 7D 5D 3D,3,0.45,8.77,False,True
460,west,LS TS 9S 8S AH JH AC QC 7C 5C AD JD 8D,15,0.12,10.69,False,False
461,north,AS TH 9H 8H 5H JC 8C 7C 3C AD KD QD 3D,5,0.56,9.0,False,True
461,east,9S 7S 6S KH 7H 4H QC TC 4C 2C JD TD 5D,3,0.8,7.69,False,True
461,south,BS KS JS 3S AH QH 3H KC 9C 6C 9D 7D 6D,16,0.0,9.46,False,False
461,west,LS DS QS TS 8S 5S 4S JH 6H AC 5C 8D 4D,11,0.05,9.08,False,False
462,north,BS KS 8S 3S 7H AC 9C 8C 6C KD JD 7D 4D,12,0.0,9.23,False,False
462,east,DS 5S JH 6H 5H TC 5C 3C 2C AD 9D 5D 3D,2,0.96,7.15,False,True
462,south,7S 6S AH KH QH TH 8H 4H 3H KC 4C QD TD,3,0.64,8.92,False,True
462,west,LS AS QS JS TS 9S 4S 9H QC JC 7C 8D 6D,11,0.0,9.92,False,False
463,north,DS AS QS TS 5S 4S KH 9H KC JC 7D 6D 5D,11,0.04,9.54,False,False
463,east,BS JS 9S 7S 3S 8H AC TC 5C 2C QD 9D 3D,9,0.0,8.46,False,False
463,south,LS 8S 6S AH 6H 3H 9C 8C 3C AD KD JD 8D,13,0.21,9.15,False,False
463,west,KS QH JH TH 7H 5H 4H QC 7C 6C 4C TD 4D,1,0.81,8.08,False,True
464,north,BS DS 8S 3S AH TH 8H KC TC AD QD JD 5D,15,0.0,10.77,False,False
464,east,5S KH 9H 5H 8C 6C 5C 3C 9D 8D 7D 6D 3D,3,1,6.69,False,True
464,south,LS KS QS JS TS 9S 6S 4S JH 6H 3H 4C 2C,9,0.0,8.23,False,False
464,west,AS 7S QH 7H 4H AC QC JC 9C 7C KD TD 4D,7,0.45,9.54,False,True
465,north,LS TS 9S 8S 5S KH 6H AC TC 2C KD TD 3D,15,0.16,9.15,False,False
465,east,DS 3S JH TH 7H 5H JC QD JD 8D 7D 6D 4D,0,0.8,8.46,False,True
465,south,BS QS JS 6S 4S AH QH 3H KC QC 9C 6C 5C,13,0.0,9.54,False,False
465,west,AS KS 7S 9H 8H 4H 8C 7C 4C 3C AD 9D 5D,9,0.05,8.08,False,False
466,north,BS LS 7S 6S 3S QH JC 8C 7C 4C 2C 8D 5D,11,0.0,8.15,False,False
466,east,QS 8S AH KH TH 6H 5H 4H 3H QC QD TD 3D,3,0.7,8.62,False,True
466,south,DS KS TS 9S 4S JH 8H TC 5C 3C AD JD 9D,6,0.39,9.38,False,True
466,west,AS JS 5S 9H 7H AC KC 9C 6C KD 7D 6D 4D,9,0.45,9.08,False,False
467,north,BS DS 7S 5S 8H 7H AC 9C 8C AD TD 9D 3D,12,0.0,9.69,False,False
467,east,AS JS TS 6S 4S JH TH 6H JC 2C QD 8D 6D,4,0.42,8.54,False,True
467,south,KS QS 9S AH KH QH 4H TC 5C 3C KD 7D 4D,11,0.19,9.15,False,False
467,west,LS 8S 3S 9H 5H 3H KC QC 7C 6C 4C JD 5D,5,0.26,7.85,False,True
468,north,JS 8S AH 9H 8H 4H QC JC 5C 9D 6D 5D 4D,3,0.8,8.15,False,True
468,east,LS DS QS 5S KH 6H 3H AC KC 9C QD JD 8D,18,0.1,10.54,False,False
468,south,AS KS 9S 4S 3S QH JH TH 8C 7C 4C 2C 3D,6,0.04,7.69,False,False
468,west,BS TS 7S 6S 7H 5H TC 6C 3C AD KD TD 7D,10,0.0,8.85,False,False
469,north,3S AH KH TH 6H 4H 7C 6C 4C 2C QD 9D 3D,1,1,7.15,False,True
469,east,KS 9S 8S QH JH 8H 7H 3H AC KC TC JD 8D,9,0.39,9.77,False,False
469,south,LS AS TS 6S 5S 4S 9H 5H JC 8C AD KD TD,15,0.04,9.62,False,False
469,west,BS DS QS JS 7S QC 9C 5C 3C 7D 6D 5D 4D,8,0.0,8.69,False,False
470,north,LS QS TS 9S 8S 4S TH 9H 6H 8C AD 5D 3D,11,0.05,8.77,False,False
470,east,AS 7S AH KH KC JC TC 9C 7C 4C 3C KD 9D,13,0.34,9.77,False,False
470,south,DS 6S QH 8H 7H 3H AC QC QD JD 7D 6D 4D,4,0.64,9.0,False,True
470,west,BS KS JS 5S 3S JH 5H 4H 6C 5C 2C TD 8D,8,0.0,7.69,False,False
471,north,BS AS 7S 6S 4S JH 5H 9C 3C 2C KD QD 7D,13,0.0,8.46,False,False
471,east,DS KS 8H 3H AC KC 8C 7C 6C AD 9D 6D 4D,4,0.52,9.23,False,True
471,south,LS JS AH KH QH TH 6H TC 5C JD TD 5D 3D,5,0.21,9.69,False,False
471,west,QS TS 9S 8S 5S 3S 9H 7H 4H QC JC 4C 8D,3,0.18,7.85,False,True
472,north,9S 8S KH QH 4H 3H TC 9C 6C 4C 3C AD 8D,6,0.8,7.92,False,True
472,east,BS TS 4S 3S 9H 6H 5H QC JC 7C 2C KD 6D,9,0.0,8.08,False,False
472,south,LS KS QS JS 6S 5S 8H KC 8C 5C TD 9D 4D,12,0.0,9.23,False,False
472,west,DS AS 7S AH JH TH 7H AC QD JD 7D 5D 3D,9,0.0,10.0,False,False
473,north,DS JS 7S 3S JH AC KC 9C 6C AD KD JD 6D,8,0.36,10.23,False,False
473,east,8S KH QH 8H 7H 6H 5H TC 7C QD 7D 5D 3D,0,1.0,7.92,False,True
473,south,BS KS QS 6S 5S 4S AH TH 3H JC 5C 4C 9D,14,0.0,8.69,False,False
473,west,LS AS TS 9S 9H 4H QC 8C 3C 2C TD 8D 4D,8,0.14,8.38,False,False
474,north,DS KH 9H 5H 3H AC KC 6C 5C 3C JD 9D 7D,2,0.8,8.69,False,True
474,east,BS KS JS 8S 5S 3S TH 8H 7H TC AD KD TD,15,0.0,9.92,False,False
474,south,AS QS 9S 7S JH 6H JC 8C 4C 2C 6D 4D 3D,5,0.18,7.46,False,False
474,west,LS TS 6S 4S AH QH 4H QC 9C 7C QD 8D 5D,12,0.16,9.15,False,False
475,north,BS JS TS 7S 5S 6H 3H KC JC 9C 5C KD QD,11,0.0,9.38,False,False
475,east,LS KH TH 8H 7H 5H 4H QC 2C AD JD 7D 5D,5,0.26,8.77,False,True
475,south,KS 9S 8S 3S AH JH AC 8C 7C 9D 8D 6D 4D,10,0.39,8.77,False,False
475,west,DS AS QS 6S 4S QH 9H TC 6C 4C 3C TD 3D,5,0.15,8.31,False,False
476,north,QS 8S 5S QH 3H AC 7C 6C 4C 2C AD TD 9D,6,0.7,8.15,False,True
476,east,BS DS KS 9S AH KH 7H KC 9C 5C KD 8D 4D,21,0.0,10.77,False,False
476,south,AS JS TS 6S 9H 6H 5H QC JC 3C QD JD 6D,5,0.34,8.92,False,True
476,west,LS 7S 4S 3S JH TH 8H 4H TC 8C 7D 5D 3D,5,0.24,7.38,False,False
477,north,9S 8S 5S 3S 8H 7H QC 9C 8C 5C 2C KD 3D,3,0.72,7.08,False,True
477,east,JS 6S 6H 3H KC JC 7C 4C 3C AD TD 6D 5D,2,0.8,7.62,False,True
477,south,BS LS DS TS 7S QH JH 9H AC QD 8D 7D 4D,16,0.0,10.92,False,False
477,west,AS KS QS 4S AH KH TH 5H 4H TC 6C JD 9D,7,0.01,9.62,False,False
478,north,DS KS TS 9S 4S JH TC 9C 8C KD 9D 7D 5D,4,0.39,9.46,False,True
478,east,LS 7S 5S 3S AH QH TH 8H 4H 7C AD 8D 3D,9,0.2,8.54,False,False
478,south,AS 8S KH 9H 7H 6H 5H KC JC 2C TD 6D 4D,6,0.56,8.31,False,True
478,west,BS QS JS 6S 3H AC QC 6C 5C 4C 3C QD JD,8,0.0,8.92,False,False
479,north,JS 7S KH 8H 5H TC 8C 6C 2C JD 7D 5D 4D,3,0.96,7.46,False,True
479,east,DS 8S 6S 3S AH JH TH 9H 6H QC 5C 4C 8D,1,0.6,8.54,False,True
479,south,BS KS QS TS 9S 5S AC KC 9C 7C QD 6D 3D,15,0.0,10.0,False,False
479,west,LS AS 4S QH 7H 4H 3H JC 3C AD KD TD 9D,12,0.15,9.23,False,False
480,north,DS AS KS QS 8S 5S 9H 7H 6H JD TD 9D 4D,7,0.0,9.46,False,False
480,east,KH TH AC KC QC TC 8C 4C 2C AD KD 8D 6D,7,0.72,9.77,True,True
480,south,BS LS JS TS 9S 6S 3S QH JH 3H 5C QD 5D,12,0.0,9.23,False,False
480,west,7S 4S AH 8H 5H 4H JC 9C 7C 6C 3C 7D 3D,2,0.96,6.77,False,True
481,north,KS TS 7S 9H 5H 3H 9C 6C 5C 4C AD 8D 4D,6,0.78,7.46,False,True
481,east,BS LS AS JS 5S KH 4H JC 7C QD JD 9D 6D,17,0.0,10.46,False,False
481,south,DS 9S 8S 6S 4S 3S AH QH TH QC 2C TD 5D,5,0.2,8.46,False,False
481,west,QS JH 8H 7H 6H AC KC TC 8C 3C KD 7D 3D,3,0.7,8.85,False,True
482,north,JH TH 4H 3H KC JC 9C 8C 6C 5C KD JD 6D,3,1,8.46,True,True
482,east,9S KH QH 8H 7H 6H AC QC TC 4C 2C TD 3D,1,1.0,8.46,False,True
482,south,BS AS KS QS TS 6S 4S 7C AD 9D 8D 5D 4D,13,0.0,9.46,False,False
482,west,LS DS JS 8S 7S 5S 3S AH 9H 5H 3C QD 7D,9,0.05,8.85,False,False
483,north,BS DS AS JS 5S 3S JH 8H 4H JC TC 9C QD,9,0.0,10.0,False,False
483,east,KS QS 9S 7S 4S QH 9H 6H 3H AC 7C AD 4D,12,0.14,8.77,False,False
483,south,LS TS 8S 6S AH 7H 5C 2C TD 9D 8D 7D 5D,9,0.2,8.23,False,False
483,west,KH TH 5H KC QC 8C 6C 4C 3C KD JD 6D 3D,5,1,8.23,True,True
484,north,LS JS 9S TH 9H 8H 4H TC 9C QD JD 5D 3D,5,0.21,9.0,False,False
484,east,BS DS KS 8S 7S 6S 4S KH JH 7H 5H AC 3C,14,0.0,9.46,False,False
484,south,TS 5S 3S AH KC 8C 7C 6C 2C KD TD 7D 4D,6,0.0,7.85,False,False
484,west,AS QS QH 6H 3H QC JC 5C 4C AD 9D 8D 6D,8,0.16,8.92,False,False
485,north,DS 6S 5S 4S 6H QC 9C 4C 2C AD TD 8D 3D,2,0.72,7.54,False,True
485,east,BS 8S 3S KH QH 7H AC TC 8C QD JD 7D 5D,14,0.0,9.77,False,False
485,south,QS 7S AH JH 8H KC JC 6C 3C KD 9D 6D 4D,10,0.56,9.0,False,True
485,west,LS AS KS JS TS 9S TH 9H 5H 4H 3H 7C 5C,10,0.0,8.92,False,False
486,north,AS 7S 5S 4S TH 7H 6H 9C 4C AD TD 9D 7D,5,0.42,8.15,False,True
486,east,JS 9S 8S 8H 5H AC JC 7C 5C 3C 8D 6D 5D,0,0.8,7.69,False,True
486,south,LS KS TS 6S JH 3H KC QC TC 2C KD 4D 3D,12,0.13,8.92,False,False
486,west,BS DS QS 3S AH KH QH 9H 4H 8C 6C QD JD,8,0.0,10.46,False,False
487,north,AS 9S QH JH 5H 4H KC QC 6C 3C 2C 9D 4D,3,0.56,8.0,False,True
487,east,BS JS TS TH 7H 7C 4C AD JD 8D 7D 5D 3D,6,0.0,8.77,False,False
487,south,KS QS 8S 5S 4S 3S 9H 3H AC 5C QD TD 6D,9,0.06,8.0,False,False
487,west,LS DS 7S 6S AH KH 8H 6H JC TC 9C 8C KD,9,0.04,10.46,False,False
488,north,BS 8S QH 9H 8H 6H 6C 4C 3C KD JD TD 6D,8,0.0,8.69,False,False
488,east,DS AS 5S 4S AH 7H 5H 8C 7C 5C AD QD 5D,12,0.34,8.85,False,False
488,south,KS JS 7S 3S KH 4H AC KC TC 8D 7D 4D 3D,12,0.27,8.46,False,False
488,west,LS QS TS 9S 6S JH TH 3H QC JC 9C 2C 9D,7,0.14,9.23,False,False
489,north,TS 9S 4S 9H 5H 4H QC JC TC 9C 8C 5C 2C,7,0.96,7.54,False,True
489,east,BS 8S 5S TH 7H AC KC AD 9D 7D 5D 4D 3D,13,0.0,8.92,False,False
489,south,DS AS KS JS 6S 3S AH QH JH 6H 3H TD 8D,5,0.0,9.69,False,False
489,west,LS QS 7S KH 8H 7C 6C 4C 3C KD QD JD 6D,12,0.19,9.08,False,False
490,north,JS TS 9S 8S 6S 5S 3S 8H 4H JC 9C 6C 4C,0,0.07,7.23,False,True
490,east,KS QS AH 7H TC 8C 2C AD KD 9D 6D 4D 3D,8,0.19,8.85,False,False
490,south,BS DS 7S 4S JH TH 9H 5H QC 5C 3C QD TD,7,0.0,9.23,False,False
490,west,LS AS KH QH 6H 3H AC KC 7C JD 8D 7D 5D,17,0.11,9.92,False,False
491,north,LS TS 8S 4S AH 4H AC KC QC JC JD 9D 5D,13,0.12,10.08,False,False
491,east,BS AS JS 9S 7S 6S 9H 8H 6H 4C KD 7D 6D,12,0.0,9.0,False,False
491,south,KS 3S JH TH 7H 9C 8C 5C AD QD 8D 4D 3D,2,0.65,8.23,False,True
491,west,DS QS 5S KH QH 5H 3H TC 7C 6C 3C 2C TD,4,0.7,7.92,False,True
492,north,LS 6H 5H AC TC 5C 2C AD TD 8D 6D 5D 3D,5,0.33,8.0,False,True
492,east,KS QS TS 5S AH QH TH 8H 7H 3H 7C 6C QD,4,0.03,9.15,False,False
492,south,BS DS 7S 4S 3S KH KC JC 8C 4C 3C JD 7D,6,0.0,8.92,False,False
492,west,AS JS 9S 8S 6S JH 9H 4H QC 9C KD 9D 4D,6,0.34,9.15,False,True
493,north,QS JS 3S QH JH TH 9H 7H KC 5C AD QD 4D,10,0.31,9.46,False,False
493,east,DS TS 9S 8S 5S AH 6H AC 9C 6C 3C 8D 5D,6,0.6,8.62,False,True
493,south,AS KS 6S 4S 8H 4H 3H JC 8C 4C 2C 6D 3D,5,0.04,6.62,False,False
493,west,BS LS 7S KH 5H QC TC 7C KD JD TD 9D 7D,15,0.0,10.54,False,False
494,north,BS QS 9S 6S 4S JH 9H 4H KC TC 8C JD 7D,11,0.0,9.31,False,False
494,east,7S AH QH 8H 7H 3H AC QC JC 5C 2C 6D 5D,1,1.0,8.15,False,True
494,south,LS TS 8S 5S KH TH 6H 9C 6C 4C 3C AD 4D,12,0.2,8.31,False,False
494,west,DS AS KS JS 3S 5H 7C KD QD TD 9D 8D 3D,5,0.0,9.46,False,False
495,north,BS KS 9S 8S 7S KC QC 8C 7C 4C 9D 6D 4D,8,0.0,9.0,False,False
495,east,TS 5S QH TH 9H AC TC 6C 3C KD 7D 5D 3D,5,0.8,8.23,False,True
495,south,LS DS AS 6S AH 8H 6H 3H JC 9C 2C JD 8D,10,0.11,9.46,False,False
495,west,QS JS 4S 3S KH JH 7H 5H 4H 5C AD QD TD,7,0.29,8.54,False,False
496,north,DS 7S 4S 4H AC JC TC 7C 6C 4C TD 8D 3D,0,0.8,7.92,False,True
496,east,KS JS 9S 6S 3S KH JH TH 9H KC QC JD 9D,7,0.16,10.0,False,False
496,south,QS AH QH 8H 7H 6H 3H 9C 3C 2C KD 5D 4D,3,1,7.54,False,True
496,west,BS LS AS TS 8S 5S 5H 8C 5C AD QD 7D 6D,16,0.0,9.77,False,False
497,north,QS 6S AH 5H AC 9C 3C 2C AD KD QD TD 4D,8,0.56,9.08,False,True
497,east,BS LS DS 9S QH 3H JC 7C 4C JD 9D 8D 3D,11,0.0,9.62,False,False
497,south,KS JS TS 7S 5S 4S 3S KH 9H 7H KC 7D 5D,5,0.03,8.23,False,False
497,west,AS 8S JH TH 8H 6H 4H QC TC 8C 6C 5C 6D,4,0.56,8.31,False,True
498,north,LS KH QH TC 8C 7C AD KD QD TD 6D 4D 3D,6,0.2,9.85,False,False
498,east,BS AS JS 3S JH 8H 6H AC 6C 5C 4C 2C 7D,9,0.0,8.31,False,False
498,south,DS TS 5S 4S TH 7H 5H 3H KC JC 9C 8D 5D,3,0.6,8.08,False,True
498,west,KS QS 9S 8S 7S 6S AH 9H 4H QC 3C JD 9D,8,0.05,9.0,False,False
499,north,LS DS AS KS 5S 4S 9H 7H JC 9C 6C KD 3D,13,0.0,9.62,False,False
499,east,AH KH QH 8H KC QC TC 3C 2C AD QD TD 9D,6,0.72,10.15,True,True
499,south,QS JS 9S 8S 7S 3S JH TH 6H 5H 8C 5C 4C,2,0.03,7.62,False,False
499,west,BS TS 6S 4H 3H AC 7C JD 8D 7D 6D 5D 4D,10,0.0,7.85,False,False
500,north,BS 7S 5S 4S 4H AC 8C 6C 5C 4C AD 6D 3D,10,0.0,7.46,False,False
500,east,DS JS TS 9S 6S KH 5H QC JC KD TD 9D 5D,5,0.11,9.92,False,False
500,south,LS AS KS QH JH 9H 8H KC 9C 7C 3C JD 4D,12,0.01,10.0,False,False
500,west,QS 8S 3S AH TH 7H 6H 3H TC 2C QD 8D 7D,3,0.7,7.85,False,True
501,north,DS AS 5S 3S 9H 3H QC TC 7C 6C 2C TD 8D,3,0.42,8.0,False,True
501,east,LS QS 6S AH JH 6H 8C AD KD 9D 7D 6D 3D,11,0.19,9.62,False,False
501,south,JS TS 9S 8S 7S KH TH 5H AC 9C 5C QD 4D,7,0.15,9.0,False,False
501,west,BS KS 4S QH 8H 7H 4H KC JC 4C 3C JD 5D,10,0.0,8.62,False,False
502,north,BS DS QS 6S QH TH 8H 7H 6H 4C AD KD 8D,15,0.0,10.15,False,False
502,east,TS JH AC KC QC 9C 5C 2C JD 9D 6D 5D 4D,0,1.0,8.54,False,True
502,south,LS AS 9S 8S 7S 5S 4S 9H 4H 3H 8C 6C 3D,8,0.06,7.38,False,False
502,west,KS JS 3S AH KH 5H JC TC 7C 3C QD TD 7D,10,0.29,9.15,False,False
503,north,BS TS 9S 8S 5S KH 8H 7H AC KC QC TC 9D,13,0.0,10.38,False,False
503,east,KS JS 3S JH TH 6H 5H 9C 4C AD JD 6D 3D,4,0.36,8.15,False,True
503,south,LS 7S 6S 4H 3H JC 7C 5C 2C KD QD 8D 7D,7,0.26,7.77,False,False
503,west,DS AS QS 4S AH QH 9H 8C 6C 3C TD 5D 4D,10,0.12,8.92,False,False
504,north,AS 9S 5S AH QH 9H 7H QC TC 4C AD 8D 6D,10,0.45,9.54,False,False
504,east,DS TS 6S KH 8H 6H 4H 3H 3C 2C KD 7D 3D,3,0.96,7.15,False,True
504,south,BS 8S 4S 3S TH 5H KC JC 9C 8C 7C QD 4D,6,0.0,8.54,False,False
504,west,LS KS QS JS 7S JH AC 6C 5C JD TD 9D 5D,13,0.0,10.0,False,False
505,north,DS KS QS 6S 4S 3S QH 8H 5H 8C 5C 4C TD,5,0.06,8.08,False,False
505,east,LS JS 9S 5S AH JH 6H JC 7C AD JD 5D 4D,11,0.16,9.54,False,False
505,south,AS TS 7S KH AC KC QC TC 6C 3C KD QD 9D,7,0.11,10.46,False,False
505,west,BS 8S TH 9H 7H 4H 3H 9C 2C 8D 7D 6D 3D,6,0.0,7.15,False,False
506,north,BS TS 5S 3S JH TH QC TC 9C 8C 7C 3C 6D,6,0.0,8.54,False,False
506,east,AS KS JS 8H 7H 6H 5H 3H AC JC 6C KD QD,12,0.0,9.46,False,False
506,south,LS 9S 7S 6S KH QH 4H KC 5C AD TD 5D 4D,14,0.16,9.08,False,False
506,west,DS QS 8S 4S AH 9H 4C 2C JD 9D 8D 7D 3D,6,0.53,8.15,False,True
507,north,AS TS 9S 7S 5S JH 9H 8H KC 7C 2C AD 8D,10,0.34,9.0,False,False
507,east,LS 8S 4S KH QH 4H 3H JC TC 6C 3C 9D 6D,7,0.26,8.08,False,False
507,south,DS KS TH 7H 5H AC QC 9C 8C QD TD 5D 3D,4,0.52,9.46,False,True
507,west,BS QS JS 6S 3S AH 6H 5C 4C KD JD 7D 4D,14,0.0,8.69,False,False
508,north,BS DS QS 7S 6S 3S KH JH TH 5H 8C 6C AD,14,0.0,9.77,False,False
508,east,KS JS 8S AH QH 9H 8H AC 5C 2C 7D 6D 3D,8,0.36,8.62,False,False
508,south,LS TS 5S 3H QC JC TC 7C KD QD JD 5D 4D,5,0.21,9.15,False,False
508,west,AS 9S 4S 7H 6H 4H KC 9C 4C 3C TD 9D 8D,5,0.56,7.69,False,True
509,north,KS 8S 7S 3S TH 8H 7H 5H 4H 9C 6C KD JD,5,0.49,8.0,False,True
509,east,BS DS JS TS 9S 4S 9H JC TC 5C AD 9D 5D,10,0.0,9.92,False,False
509,south,LS AS 6S KH QH JH AC KC QC 8C 7D 6D 3D,16,0.11,10.38,False,False
509,west,QS 5S AH 6H 3H 7C 4C 3C 2C QD TD 8D 4D,6,0.84,6.92,False,True
510,north,BS LS QS 5S KH 7H 6H 5H 3H KC 9C 8C 3D,16,0.0,9.0,False,False
510,east,AS KS TS 7S TH 8H 7C 6C 3C KD 8D 7D 6D,7,0.04,8.62,False,False
510,south,DS 9S 4S 3S AH QH AC 4C 2C AD JD TD 5D,10,0.48,9.0,False,False
510,west,JS 8S 6S JH 9H 4H QC JC TC 5C QD 9D 4D,1,0.8,8.62,False,True
511,north,DS JS 5S AH 6H TC 6C 4C 3C KD QD 6D 5D,6,0.8,8.46,False,True
511,east,BS LS AS 9S 8S 3S QH JH 9H 3H AD JD 9D,18,0.0,10.46,False,False
511,south,7S 4S KH 8H 5H AC QC JC 8C 7C 5C 2C 7D,4,0.8,7.92,False,True
511,west,KS QS TS 6S TH 7H 4H KC 9C TD 8D 4D 3D,7,0.04,8.38,False,False
512,north,AS QS 9S 8S AH QH JH 5H 8C 6C 2C TD 5D,7,0.12,8.92,False,False
512,east,KS JS 6S 3S 6H 4H 4C AD KD JD 9D 7D 4D,2,0.27,8.08,False,True
512,south,DS 5S TH 9H 8H 7H AC KC QC JC 3C 8D 6D,0,0.64,9.31,False,True
512,west,BS LS TS 7S 4S KH 3H TC 9C 7C 5C QD 3D,14,0.0,8.92,False,False
513,north,8S 6S KH 8H 4H AC KC QC 3C KD QD 5D 4D,9,0.64,8.85,False,True
513,east,BS DS JS 4S AH QH TH 9H 7H 5H 3H 6C 7D,6,0.0,9.23,False,False
513,south,AS KS TS 9S JH 6H TC 8C 7C 5C 4C TD 8D,5,0.03,8.85,False,False
513,west,LS QS 7S 5S 3S JC 9C 2C AD JD 9D 6D 3D,7,0.17,8.31,False,False
514,north,DS AS 9S QH 8H 5H QC TC 2C AD KD 6D 5D,9,0.45,9.62,False,False
514,east,KS QS JS 6S 3S JH TH 8C 6C 4C QD TD 9D,5,0.01,8.85,False,False
514,south,LS TS 7S 5S 4S AH 4H 3H JC 3C JD 8D 7D,9,0.2,7.92,False,False
514,west,BS 8S KH 9H 7H 6H AC KC 9C 7C 5C 4D 3D,8,0.0,8.85,False,False
515,north,DS KS TS 9S 8S 7S 6S 6H 9C 6C JD 5D 4D,2,0.16,8.38,False,True
515,east,BS QS 4S AH QH JH TH 7H 3H JC 4C AD 3D,12,0.0,9.38,False,False
515,south,LS JS KH 5H AC TC 8C 5C 3C KD 9D 7D 6D,10,0.21,9.23,False,False
515,west,AS 5S 3S 9H 8H 4H KC QC 7C 2C QD TD 8D,6,0.56,8.23,False,True
516,north,QS 7S 5S 4S AH KC QC 6C KD 6D 5D 4D 3D,10,0.0,8.0,False,False
516,east,KS TS 8S QH TH 9H 7H 4H 3H JC TC 7C 9D,2,0.52,8.69,False,True
516,south,AS JS 9S 3S KH JH 8H 6H 8C 5C AD QD 8D,10,0.34,9.38,False,False
516,west,BS LS DS 6S 5H AC 9C 4C 3C 2C JD TD 7D,11,0.0,9.15,False,False
517,north,LS DS AS JS 6S 5S 9H TC 3C KD 7D 5D 4D,10,0.04,9.08,False,False
517,east,8S KH QH 8H 7H 3H KC 9C 6C 5C QD JD 9D,3,0.8,8.92,False,True
517,south,KS QS 7S 4S AH TH 5H 4H QC 8C 7C AD 3D,11,0.14,8.69,False,False
517,west,BS TS 9S 3S JH 6H AC JC 4C 2C TD 8D 6D,8,0.0,8.54,False,False
518,north,BS 8S 6S 5S 4S 3S KC TC 8C 6C AD JD 3D,12,0.0,8.31,False,False
518,east,AS QS 9S QH 7H 5H 7C 5C 2C QD TD 5D 4D,6,0.2,8.0,False,False
518,south,LS DS JS TS 7S KH TH 6H JC 9C 3C KD 8D,11,0.12,10.15,False,False
518,west,KS AH JH 9H 8H 4H 3H AC QC 4C 9D 7D 6D,5,0.65,8.77,False,True
519,north,DS TS 8S 7S 5S 3S QC JC 5C KD TD 4D 3D,3,0.2,8.15,False,True
519,east,KS QS AH KH QH 3H AC 7C 6C 4C 3C QD 7D,8,0.19,9.23,False,False
519,south,BS LS AS JS 9S TH 7H 5H 4H 9C 8C JD 8D,14,0.0,9.92,False,False
